sample_id,split,label,category,type,change_type,description,longitude,latitude,zoom,t0_start,t0_end,t1_start,t1_end,t0_path,t1_path,t0_shape,t1_shape
mining_659,train,1,mining_emergence,positive,mining,Mining site emerged,-51.42532575016807,-7.920563583094681,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_659_t0.npy,train/images/mining_659_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_543,train,1,mining_emergence,positive,mining,Mining site emerged,-61.468991667217594,6.177595166118429,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_543_t0.npy,train/images/mining_543_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_378,train,1,mining_emergence,positive,mining,Mining site emerged,-54.66088891583351,-10.452935248773874,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_378_t0.npy,train/images/mining_378_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_674,train,1,mining_emergence,positive,mining,Mining site emerged,-55.24321725043484,4.990734916427831,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_674_t0.npy,train/images/mining_674_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_606,train,1,mining_emergence,positive,mining,Mining site emerged,-50.96207358359023,-7.949000750026523,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_606_t0.npy,train/images/mining_606_t1.npy,"(48, 48, 6)","(48, 48, 6)"
human_333,train,0,human_activity,negative,human_non_mining,Human activity (not mining),-48.25954041244271,-1.324310005413155,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/human_333_t0.npy,train/images/human_333_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1731,train,1,mining_emergence,positive,mining,Mining site emerged,-77.26751161563071,-0.178874493647006,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/mining_1731_t0.npy,train/images/mining_1731_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1000,train,1,mining_emergence,positive,mining,Mining site emerged,-61.102619416748375,6.103179249423677,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_1000_t0.npy,train/images/mining_1000_t1.npy,"(48, 48, 6)","(48, 48, 6)"
natural_119,train,0,natural_change,negative,natural,Natural change,-64.6851350808715,-16.441833334833294,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/natural_119_t0.npy,train/images/natural_119_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_893,train,1,mining_emergence,positive,mining,Mining site emerged,-56.33500450000001,-6.264774,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_893_t0.npy,train/images/mining_893_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1937,train,1,mining_emergence,positive,mining,Mining site emerged,-77.23795418139571,-0.233507340828482,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_1937_t0.npy,train/images/mining_1937_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_59,train,1,mining_emergence,positive,mining,Mining site emerged,-62.45386494323868,5.19258566801091,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_59_t0.npy,train/images/mining_59_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_798,train,1,mining_emergence,positive,mining,Mining site emerged,-56.5183085,-7.3779595,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_798_t0.npy,train/images/mining_798_t1.npy,"(48, 48, 6)","(48, 48, 6)"
natural_71,train,0,natural_change,negative,natural,Natural change,-68.02544176276908,4.994689585318969,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/natural_71_t0.npy,train/images/natural_71_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_698,train,1,mining_emergence,positive,mining,Mining site emerged,-56.31353025022155,-6.233810416622627,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_698_t0.npy,train/images/mining_698_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_877,train,1,mining_emergence,positive,mining,Mining site emerged,-69.6991195,-12.58225,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_877_t0.npy,train/images/mining_877_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_438,train,1,mining_emergence,positive,mining,Mining site emerged,-68.5904665,-2.126959,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_438_t0.npy,train/images/mining_438_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_241,train,1,mining_emergence,positive,mining,Mining site emerged,-56.62465841642761,-7.825815249849606,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_241_t0.npy,train/images/mining_241_t1.npy,"(48, 48, 6)","(48, 48, 6)"
natural_372,train,0,natural_change,negative,natural,Natural change,-62.766746140232286,-1.696353817879122,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/natural_372_t0.npy,train/images/natural_372_t1.npy,"(48, 48, 6)","(48, 48, 6)"
natural_404,train,0,natural_change,negative,natural,Natural change,-63.363268029599354,6.546964757606308,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/natural_404_t0.npy,train/images/natural_404_t1.npy,"(48, 48, 6)","(48, 48, 6)"
human_223,train,0,human_activity,negative,human_non_mining,Human activity (not mining),-59.9436753410977,-2.866712378879855,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/human_223_t0.npy,train/images/human_223_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1141,train,1,mining_emergence,positive,mining,Mining site emerged,-61.5433155,6.276415,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_1141_t0.npy,train/images/mining_1141_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_2298,train,1,mining_emergence,positive,mining,Mining site emerged,-52.307359270995484,0.753567852820996,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/mining_2298_t0.npy,train/images/mining_2298_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_372,train,1,mining_emergence,positive,mining,Mining site emerged,-69.96044508493503,-12.846544749376802,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/mining_372_t0.npy,train/images/mining_372_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_561,train,1,mining_emergence,positive,mining,Mining site emerged,-54.48915891694349,4.621520249422765,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_561_t0.npy,train/images/mining_561_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_38,train,1,mining_emergence,positive,mining,Mining site emerged,-62.12187714012242,4.29236033287279,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_38_t0.npy,train/images/mining_38_t1.npy,"(48, 48, 6)","(48, 48, 6)"
human_211,train,0,human_activity,negative,human_non_mining,Human activity (not mining),-60.734040471693355,-3.12306229763553,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/human_211_t0.npy,train/images/human_211_t1.npy,"(48, 48, 6)","(48, 48, 6)"
human_10,train,0,human_activity,negative,human_non_mining,Human activity (not mining),-48.40271093268691,-9.547398822277,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/human_10_t0.npy,train/images/human_10_t1.npy,"(48, 48, 6)","(48, 48, 6)"
human_387,train,0,human_activity,negative,human_non_mining,Human activity (not mining),-56.01848248663007,-15.499925299567197,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/human_387_t0.npy,train/images/human_387_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1366,train,1,mining_emergence,positive,mining,Mining site emerged,-63.495212271441765,6.37717919767844,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_1366_t0.npy,train/images/mining_1366_t1.npy,"(48, 48, 6)","(48, 48, 6)"
human_0,train,0,human_activity,negative,human_non_mining,Human activity (not mining),-49.569176652287766,-11.949826908916792,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/human_0_t0.npy,train/images/human_0_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1794,train,1,mining_emergence,positive,mining,Mining site emerged,-77.25872251143144,-0.234529733818416,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_1794_t0.npy,train/images/mining_1794_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_665,train,1,mining_emergence,positive,mining,Mining site emerged,-54.8968710836212,-8.163706250875991,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_665_t0.npy,train/images/mining_665_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_905,train,1,mining_emergence,positive,mining,Mining site emerged,-61.520912083270005,6.222777750469775,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_905_t0.npy,train/images/mining_905_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1470,train,1,mining_emergence,positive,mining,Mining site emerged,-61.13903475562691,6.384760706640231,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/mining_1470_t0.npy,train/images/mining_1470_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_308,train,1,mining_emergence,positive,mining,Mining site emerged,-63.05264133388262,-9.369826167212132,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_308_t0.npy,train/images/mining_308_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_316,train,1,mining_emergence,positive,mining,Mining site emerged,-61.375413,4.9131245,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_316_t0.npy,train/images/mining_316_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_419,train,1,mining_emergence,positive,mining,Mining site emerged,-57.312776,-7.0893695,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/mining_419_t0.npy,train/images/mining_419_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_2161,train,1,mining_emergence,positive,mining,Mining site emerged,-65.58447182154133,-15.47883797015599,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_2161_t0.npy,train/images/mining_2161_t1.npy,"(48, 48, 6)","(48, 48, 6)"
human_423,train,0,human_activity,negative,human_non_mining,Human activity (not mining),-78.52385973102783,-3.763026985685304,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/human_423_t0.npy,train/images/human_423_t1.npy,"(48, 48, 6)","(48, 48, 6)"
human_115,train,0,human_activity,negative,human_non_mining,Human activity (not mining),-60.109481655417234,-0.751567536266037,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/human_115_t0.npy,train/images/human_115_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_923,train,1,mining_emergence,positive,mining,Mining site emerged,-58.5724355,-9.153319,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_923_t0.npy,train/images/mining_923_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_836,train,1,mining_emergence,positive,mining,Mining site emerged,-70.0741065849522,-12.92205174930665,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_836_t0.npy,train/images/mining_836_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_895,train,1,mining_emergence,positive,mining,Mining site emerged,-70.02554750000002,-12.8580525,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/mining_895_t0.npy,train/images/mining_895_t1.npy,"(48, 48, 6)","(48, 48, 6)"
human_128,train,0,human_activity,negative,human_non_mining,Human activity (not mining),-60.07055481995657,-0.733307576067562,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/human_128_t0.npy,train/images/human_128_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_2172,train,1,mining_emergence,positive,mining,Mining site emerged,-67.63008137716572,-15.391998081993808,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_2172_t0.npy,train/images/mining_2172_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_2276,train,1,mining_emergence,positive,mining,Mining site emerged,-69.81941746009147,-12.726138367903173,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_2276_t0.npy,train/images/mining_2276_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_458,train,1,mining_emergence,positive,mining,Mining site emerged,-55.115289583110325,5.08043625048809,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_458_t0.npy,train/images/mining_458_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1295,train,1,mining_emergence,positive,mining,Mining site emerged,-61.6617515,6.519911,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_1295_t0.npy,train/images/mining_1295_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_262,train,1,mining_emergence,positive,mining,Mining site emerged,-66.817087,3.6970615,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_262_t0.npy,train/images/mining_262_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_187,train,1,mining_emergence,positive,mining,Mining site emerged,-70.46325924904343,-13.052507918297179,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/mining_187_t0.npy,train/images/mining_187_t1.npy,"(48, 48, 6)","(48, 48, 6)"
natural_16,train,0,natural_change,negative,natural,Natural change,-64.62788810604091,-16.275518663879947,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/natural_16_t0.npy,train/images/natural_16_t1.npy,"(48, 48, 6)","(48, 48, 6)"
human_256,train,0,human_activity,negative,human_non_mining,Human activity (not mining),-55.53091300857963,-12.403922046495572,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/human_256_t0.npy,train/images/human_256_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1815,train,1,mining_emergence,positive,mining,Mining site emerged,-77.30948726152084,-0.187268150869169,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_1815_t0.npy,train/images/mining_1815_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_396,train,1,mining_emergence,positive,mining,Mining site emerged,-56.7537442500797,-6.632227916675557,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/mining_396_t0.npy,train/images/mining_396_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_655,train,1,mining_emergence,positive,mining,Mining site emerged,-56.498375166578164,-6.148625333244585,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/mining_655_t0.npy,train/images/mining_655_t1.npy,"(48, 48, 6)","(48, 48, 6)"
natural_382,train,0,natural_change,negative,natural,Natural change,-64.45133276629068,1.072905404265668,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/natural_382_t0.npy,train/images/natural_382_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_751,train,1,mining_emergence,positive,mining,Mining site emerged,-70.48991408498516,-13.038253249025777,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_751_t0.npy,train/images/mining_751_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_229,train,1,mining_emergence,positive,mining,Mining site emerged,-57.165582,-5.5286185,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/mining_229_t0.npy,train/images/mining_229_t1.npy,"(48, 48, 6)","(48, 48, 6)"
natural_386,train,0,natural_change,negative,natural,Natural change,-64.17783686080736,1.325583469531248,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/natural_386_t0.npy,train/images/natural_386_t1.npy,"(48, 48, 6)","(48, 48, 6)"
human_205,train,0,human_activity,negative,human_non_mining,Human activity (not mining),-75.52121278359384,1.551879296357111,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/human_205_t0.npy,train/images/human_205_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1115,train,1,mining_emergence,positive,mining,Mining site emerged,-70.4612275,-12.7021235,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_1115_t0.npy,train/images/mining_1115_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_566,train,1,mining_emergence,positive,mining,Mining site emerged,-60.11858224908618,6.198196083390402,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/mining_566_t0.npy,train/images/mining_566_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1621,train,1,mining_emergence,positive,mining,Mining site emerged,-77.27540505390719,-0.234933626893496,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_1621_t0.npy,train/images/mining_1621_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1055,train,1,mining_emergence,positive,mining,Mining site emerged,-56.253618333634044,-6.773558166968212,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_1055_t0.npy,train/images/mining_1055_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_171,train,1,mining_emergence,positive,mining,Mining site emerged,-66.85722774960021,3.694809083715269,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_171_t0.npy,train/images/mining_171_t1.npy,"(48, 48, 6)","(48, 48, 6)"
human_53,train,0,human_activity,negative,human_non_mining,Human activity (not mining),-78.56643929324929,-4.038404447284288,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/human_53_t0.npy,train/images/human_53_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1092,train,1,mining_emergence,positive,mining,Mining site emerged,-53.92548708309052,5.085952249245156,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/mining_1092_t0.npy,train/images/mining_1092_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1923,train,1,mining_emergence,positive,mining,Mining site emerged,-63.8547295591871,2.565445472837671,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_1923_t0.npy,train/images/mining_1923_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1167,train,1,mining_emergence,positive,mining,Mining site emerged,-61.4777095,6.197707,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_1167_t0.npy,train/images/mining_1167_t1.npy,"(48, 48, 6)","(48, 48, 6)"
human_294,train,0,human_activity,negative,human_non_mining,Human activity (not mining),-64.82625916752278,-16.87102911883215,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/human_294_t0.npy,train/images/human_294_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1137,train,1,mining_emergence,positive,mining,Mining site emerged,-61.6051205,4.7572465,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_1137_t0.npy,train/images/mining_1137_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_237,train,1,mining_emergence,positive,mining,Mining site emerged,-70.03079474932427,-12.969241418260042,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_237_t0.npy,train/images/mining_237_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_824,train,1,mining_emergence,positive,mining,Mining site emerged,-54.846693,4.942183,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_824_t0.npy,train/images/mining_824_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1837,train,1,mining_emergence,positive,mining,Mining site emerged,-77.27423704421892,-0.224572038297703,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_1837_t0.npy,train/images/mining_1837_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1122,train,1,mining_emergence,positive,mining,Mining site emerged,-61.5975635,4.759779,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_1122_t0.npy,train/images/mining_1122_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_303,train,1,mining_emergence,positive,mining,Mining site emerged,-54.66546424942286,4.85660108358925,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_303_t0.npy,train/images/mining_303_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1733,train,1,mining_emergence,positive,mining,Mining site emerged,-77.20376964395932,-0.207742757489595,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_1733_t0.npy,train/images/mining_1733_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_784,train,1,mining_emergence,positive,mining,Mining site emerged,-70.0497325,-12.912386,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_784_t0.npy,train/images/mining_784_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_140,train,1,mining_emergence,positive,mining,Mining site emerged,-57.4293272502031,-9.374273582761155,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_140_t0.npy,train/images/mining_140_t1.npy,"(48, 48, 6)","(48, 48, 6)"
human_281,train,0,human_activity,negative,human_non_mining,Human activity (not mining),-64.84404229766446,-16.955215751277642,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/human_281_t0.npy,train/images/human_281_t1.npy,"(48, 48, 6)","(48, 48, 6)"
natural_113,train,0,natural_change,negative,natural,Natural change,-64.71129125231339,-16.183558421593272,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/natural_113_t0.npy,train/images/natural_113_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1946,train,1,mining_emergence,positive,mining,Mining site emerged,-77.19232142483003,-0.229144360967512,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_1946_t0.npy,train/images/mining_1946_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1068,train,1,mining_emergence,positive,mining,Mining site emerged,-57.4937375,-5.1613415,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_1068_t0.npy,train/images/mining_1068_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_986,train,1,mining_emergence,positive,mining,Mining site emerged,-56.653335083554694,-7.809015250132692,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_986_t0.npy,train/images/mining_986_t1.npy,"(48, 48, 6)","(48, 48, 6)"
human_383,train,0,human_activity,negative,human_non_mining,Human activity (not mining),-56.55665506531441,-16.065029887434537,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/human_383_t0.npy,train/images/human_383_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_397,train,1,mining_emergence,positive,mining,Mining site emerged,-61.577231,6.381555,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_397_t0.npy,train/images/mining_397_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_867,train,1,mining_emergence,positive,mining,Mining site emerged,-69.96752458491731,-12.818308749376737,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_867_t0.npy,train/images/mining_867_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_408,train,1,mining_emergence,positive,mining,Mining site emerged,-56.47132574981406,-6.946977583271178,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_408_t0.npy,train/images/mining_408_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1808,train,1,mining_emergence,positive,mining,Mining site emerged,-77.27731967198818,-0.220277046165262,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_1808_t0.npy,train/images/mining_1808_t1.npy,"(48, 48, 6)","(48, 48, 6)"
natural_271,train,0,natural_change,negative,natural,Natural change,-53.85677535435094,-4.438269165858149,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/natural_271_t0.npy,train/images/natural_271_t1.npy,"(48, 48, 6)","(48, 48, 6)"
natural_135,train,0,natural_change,negative,natural,Natural change,-62.607442893186374,-19.673669268671897,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/natural_135_t0.npy,train/images/natural_135_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_2202,train,1,mining_emergence,positive,mining,Mining site emerged,-68.06183572134324,-15.39766868690683,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_2202_t0.npy,train/images/mining_2202_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_585,train,1,mining_emergence,positive,mining,Mining site emerged,-69.31817475018443,-12.433765581896209,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/mining_585_t0.npy,train/images/mining_585_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1877,train,1,mining_emergence,positive,mining,Mining site emerged,-68.67683924904146,-2.166807011633641,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_1877_t0.npy,train/images/mining_1877_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1351,train,1,mining_emergence,positive,mining,Mining site emerged,-63.68284859750048,6.309300567780368,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_1351_t0.npy,train/images/mining_1351_t1.npy,"(48, 48, 6)","(48, 48, 6)"
natural_487,train,0,natural_change,negative,natural,Natural change,-72.37458901835977,-11.638303785468036,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/natural_487_t0.npy,train/images/natural_487_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1286,train,1,mining_emergence,positive,mining,Mining site emerged,-61.925979,7.1636845,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_1286_t0.npy,train/images/mining_1286_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_418,train,1,mining_emergence,positive,mining,Mining site emerged,-70.48496358500287,-13.073899249025878,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/mining_418_t0.npy,train/images/mining_418_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1138,train,1,mining_emergence,positive,mining,Mining site emerged,-62.1936765,4.4162435,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/mining_1138_t0.npy,train/images/mining_1138_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_484,train,1,mining_emergence,positive,mining,Mining site emerged,-61.8329805,6.3395085,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_484_t0.npy,train/images/mining_484_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_515,train,1,mining_emergence,positive,mining,Mining site emerged,-70.47987291501484,-13.024208750974225,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_515_t0.npy,train/images/mining_515_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1849,train,1,mining_emergence,positive,mining,Mining site emerged,-68.43739536339196,-2.336189863182042,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_1849_t0.npy,train/images/mining_1849_t1.npy,"(48, 48, 6)","(48, 48, 6)"
human_277,train,0,human_activity,negative,human_non_mining,Human activity (not mining),-64.60425524825453,-17.067618351370673,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/human_277_t0.npy,train/images/human_277_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1010,train,1,mining_emergence,positive,mining,Mining site emerged,-51.44429608360775,-8.01262474981426,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/mining_1010_t0.npy,train/images/mining_1010_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_455,train,1,mining_emergence,positive,mining,Mining site emerged,-54.56062258302118,4.477694750559504,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_455_t0.npy,train/images/mining_455_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1839,train,1,mining_emergence,positive,mining,Mining site emerged,-77.28355540571785,-0.229063996929452,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/mining_1839_t0.npy,train/images/mining_1839_t1.npy,"(48, 48, 6)","(48, 48, 6)"
